ID,Name,Description,Organization,Organization_Type,Address,City,Postcode,Region,Phone,Email,Categories,Keywords,Min_Age,Max_Age,Youth_Specific,Indigenous_Specific,Data_Source,Status
13c25fd4-c75c-4407-999e-9cb497ece8fe,"Bundaberg Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Res","Department of Youth Justice",government,"41 Crofton Street",Bundaberg,4670,bundaberg,[object Object],,"supervision, court_support, diversion, family_support, cultural_support","youth justice, bail, supervision, court, restorative justice, conferencing",,,true,false,qld_youth_justice,active
17313e5f-a66d-4f60-a0d8-b4499d666ff9,"Caboolture Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Res","Department of Youth Justice",government,"32 King Street",Caboolture,4510,brisbane,[object Object],,"supervision, court_support, diversion, family_support, cultural_support","youth justice, bail, supervision, court, restorative justice, conferencing",,,true,false,qld_youth_justice,active
3a306f4f-0129-4578-990a-7a927c6a3c6c,"Cairns Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Res","Department of Youth Justice",government,"15 Lake Street",Cairns,4870,cairns,[object Object],,"supervision, court_support, diversion, family_support, cultural_support","youth justice, bail, supervision, court, restorative justice, conferencing",,,true,false,qld_youth_justice,active
5cbbcd45-78fc-4f73-b1e9-67f46cce82f7,"Hervey Bay Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Res","Department of Youth Justice",government,"50 Main Street",Pialba,4655,hervey_bay,[object Object],,"supervision, court_support, diversion, family_support, cultural_support","youth justice, bail, supervision, court, restorative justice, conferencing",,,true,false,qld_youth_justice,active
7f732d83-3bef-481d-b7f3-4a71eb427596,"Ipswich Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Res","Department of Youth Justice",government,"117 Brisbane Street",Ipswich,4305,brisbane,[object Object],,"supervision, court_support, diversion, family_support, cultural_support","youth justice, bail, supervision, court, restorative justice, conferencing",,,true,false,qld_youth_justice,active
ca55ee11-1b30-4e46-9a22-de8d181dba6c,"Logan Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Res","Department of Youth Justice",government,"30-38 Wembley Road",Logan Central,4114,brisbane,[object Object],,"supervision, court_support, diversion, family_support, cultural_support","youth justice, bail, supervision, court, restorative justice, conferencing",,,true,false,qld_youth_justice,active
a5c10432-647c-491e-916b-285e978fda3f,"Mackay Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Res","Department of Youth Justice",government,"44 Nelson Street",Mackay,4740,mackay,[object Object],,"supervision, court_support, diversion, family_support, cultural_support","youth justice, bail, supervision, court, restorative justice, conferencing",,,true,false,qld_youth_justice,active
342068c3-35c9-4414-a76b-448a48c1b685,"Mount Isa Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Res","Department of Youth Justice",government,"42 Miles Street",Mount Isa,4825,mount_isa,[object Object],,"supervision, court_support, diversion, family_support, cultural_support","youth justice, bail, supervision, court, restorative justice, conferencing",,,true,false,qld_youth_justice,active
3d1ebfb5-4e48-439c-92ee-5509dd31a6bc,"Rockhampton Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Res","Department of Youth Justice",government,"19 Bolsover Street",Rockhampton,4700,rockhampton,[object Object],,"supervision, court_support, diversion, family_support, cultural_support","youth justice, bail, supervision, court, restorative justice, conferencing",,,true,false,qld_youth_justice,active
5e8147ea-22bc-4e8f-aca7-6d0cc5495b80,"Sunshine Coast Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Res","Department of Youth Justice",government,"8 Maroochydore Road",Maroochydore,4558,sunshine_coast,[object Object],,"supervision, court_support, diversion, family_support, cultural_support","youth justice, bail, supervision, court, restorative justice, conferencing",,,true,false,qld_youth_justice,active
ed489b3a-779e-47c6-97cb-47d085388984,"Toowoomba Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Res","Department of Youth Justice",government,"128 Margaret Street",Toowoomba,4350,toowoomba,[object Object],,"supervision, court_support, diversion, family_support, cultural_support","youth justice, bail, supervision, court, restorative justice, conferencing",,,true,false,qld_youth_justice,active
097a32c3-cc30-4ef6-a797-914a5feca43b,"Youth Advocacy Centre - Court Support Program","Support for young people attending Children's Court. Services include:
- Pre-court preparation and explanation
- Support during court proceedings
- Liaison with lawyers and magistrates
- Referrals to ","Youth Advocacy Centre Inc",non_profit,"363 George Street",Brisbane,4000,brisbane,[object Object],,"court_support, advocacy, case_management","court, support, children's court, youth, bail, magistrate",,,true,false,yac_qld,active
0f17ffd8-468c-4d5a-b0c7-f962ecfab764,"Youth Advocacy Centre - Education Legal Service","Specialist education law service for students and families. Services include:
- School suspensions and exclusions
- Enrolment refusals and cancellations
- Special education needs and adjustments
- Bul","Youth Advocacy Centre Inc",non_profit,"14 Prospect Street",Fortitude Valley,4006,brisbane,[object Object],admin@yac.net.au,"legal_aid, education_training, advocacy","education, school, suspension, exclusion, legal, student, rights",,,true,false,yac_qld,active
d5012604-41aa-4631-b974-a000d83f126d,"Youth Advocacy Centre - Homeless Young People Legal Clinic","Specialist legal clinic for young people experiencing or at risk of homelessness. Services include:
- Housing and tenancy advice
- Centrelink and income support issues
- Fines and debt matters
- ID do","Youth Advocacy Centre Inc",non_profit,"42 McLachlan Street",Fortitude Valley,4006,brisbane,[object Object],,"legal_aid, housing, advocacy","homeless, housing, legal, clinic, youth, tenancy, centrelink",,,true,false,yac_qld,active
4fcda756-c821-4481-8a17-7aaf7878ad2d,"Youth Advocacy Centre - Legal Service","Free and confidential legal service for young people under 18 and young adults leaving care. Services include:
- Criminal law matters in Children's Court and adult courts
- Police powers and interview","Youth Advocacy Centre Inc",non_profit,"14 Prospect Street",Fortitude Valley,4006,brisbane,[object Object],admin@yac.net.au,"legal_aid, advocacy, court_support","legal, advocacy, youth, court, criminal, bail, education, rights",,,true,false,yac_qld,active
bc7b53d1-9dfd-42eb-8112-11bab3d83050,"Brisbane CBD Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"44 Herschel Street, Brisbane QLD 4000",Brisbane,4000,brisbane,1300 651 188,brisbane.cbd@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
a371af05-02ad-456e-8d6f-fef3982959f8,"South Brisbane Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"7 Peel Street, South Brisbane QLD 4101",Brisbane,4101,brisbane,1300 651 188,south.brisbane@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
98ea1ff6-5d1d-4374-b13e-f8504aa3f6f8,"Caboolture Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"79 King Street, Caboolture QLD 4510",Queensland,4510,moreton_bay,1300 651 188,caboolture@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
54beb5a3-85e6-4b07-a10f-ccd1cb0bb79a,"Beenleigh Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"Shop 8, 76-106 Main Street, Beenleigh QLD 4207",Queensland,4207,logan,1300 651 188,beenleigh@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
4826649d-4ebf-41dc-9125-d89424b1a49d,"Cleveland Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"29 Middle Street, Cleveland QLD 4163",Queensland,4163,redlands,1300 651 188,cleveland@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
34b7ea2d-9976-4190-a509-f62a48eb9432,"Ipswich Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"8 Roderick Street, Ipswich QLD 4305",Ipswich,4305,ipswich,1300 651 188,ipswich@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
e6409e25-0ac3-4126-85f0-e5d9b7bfe8e2,"Southport Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"7 Bay Street, Southport QLD 4215",Queensland,4215,gold_coast,1300 651 188,southport@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
8ca0439f-bcc9-418c-825b-acf7249e6f4b,"Robina Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"Shop 3019 Robina Town Centre, Robina QLD 4226",Queensland,4226,gold_coast,1300 651 188,robina@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
10dadaf4-fd4c-4bdd-ad65-6e8e63fae43c,"Maroochydore Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"1/15 Ocean Street, Maroochydore QLD 4558",Queensland,4558,sunshine_coast,1300 651 188,maroochydore@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
839c9334-83ed-4bf9-8060-ccf5cd66be95,"Nambour Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"5/80 Currie Street, Nambour QLD 4560",Queensland,4560,sunshine_coast,1300 651 188,nambour@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
e06082e2-ea51-492d-8868-1e17c4885bfa,"Toowoomba Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"154 Hume Street, Toowoomba QLD 4350",Toowoomba,4350,toowoomba,1300 651 188,toowoomba@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
907a6434-b2ce-4bfa-b661-5c357d73dd72,"Warwick Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"68 Palmerin Street, Warwick QLD 4370",Queensland,4370,southern_downs,1300 651 188,warwick@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
ce035c1d-45fc-41d4-a3fc-f418e5c7d7be,"Cairns Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"1/15 Lake Street, Cairns QLD 4870",Cairns,4870,cairns,1300 651 188,cairns@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
0225025f-93c8-4559-9f04-39a0dcd4a6f1,"Townsville Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"143 Walker Street, Townsville QLD 4810",Townsville,4810,townsville,1300 651 188,townsville@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
dd0e9932-c5f5-4fd0-920f-6ac9b874b2e8,"Mackay Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"17 Brisbane Street, Mackay QLD 4740",Brisbane,4740,mackay,1300 651 188,mackay@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
7f63b45e-9839-411d-92e8-13284c7462d5,"Rockhampton Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"35 Fitzroy Street, Rockhampton QLD 4700",Rockhampton,4700,rockhampton,1300 651 188,rockhampton@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
26b2768e-801b-460a-b050-bac75b08fb5b,"Bundaberg Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"3/11 Targo Street, Bundaberg QLD 4670",Bundaberg,4670,bundaberg,1300 651 188,bundaberg@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
9cd2093a-460d-4540-a124-d72bd5296bee,"Hervey Bay Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"6/414 The Esplanade, Hervey Bay QLD 4655",Hervey Bay,4655,fraser_coast,1300 651 188,hervey.bay@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
7b78b473-2960-44f9-909b-5393d882fe9b,"Maryborough Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"200 Adelaide Street, Maryborough QLD 4650",Queensland,4650,fraser_coast,1300 651 188,maryborough@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
f76e6398-f128-4fd2-b1df-9f42b8f275c8,"Mount Isa Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"12 Simpson Street, Mount Isa QLD 4825",Mount Isa,4825,mount_isa,1300 651 188,mount.isa@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
7e035efe-6a07-4f44-9010-9b35d4a6f551,"Roma Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"92 McDowall Street, Roma QLD 4455",Queensland,4455,roma,1300 651 188,roma@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
98b59ff1-2ae2-41e9-8830-70a2b28cd7b6,"Charleville Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"76 Alfred Street, Charleville QLD 4470",Queensland,4470,charleville,1300 651 188,charleville@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
f5adcd83-4fed-4801-8379-4411ca930ef4,"Brisbane Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"ALS House, Level 6, 393 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3025 3888,brisbane@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,true,legal_services_expanded,active
78ec2744-8eb6-42ab-bd3d-9e42a0b4e43f,"Cairns Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"Level 1, 142 Abbott Street, Cairns QLD 4870",Cairns,4870,cairns,(07) 4031 7688,cairns@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,true,legal_services_expanded,active
11cf8721-a914-4e0c-82f7-cc5fc7d56dbc,"Townsville Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"67 Denham Street, Townsville QLD 4810",Townsville,4810,townsville,(07) 4721 4713,townsville@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,true,legal_services_expanded,active
3ea5ba93-04fb-467a-b47d-d845edd043a9,"Mount Isa Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"19 Simpson Street, Mount Isa QLD 4825",Mount Isa,4825,mount_isa,(07) 4743 4388,mount.isa@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,true,legal_services_expanded,active
96343ca9-80b2-4981-962a-49306fc9c706,"Roma Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"60 Arthur Street, Roma QLD 4455",Queensland,4455,roma,(07) 4622 1842,roma@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,true,legal_services_expanded,active
b3bcfbe9-7145-4c86-bb72-8cb14d3851ea,"Rockhampton Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"139 William Street, Rockhampton QLD 4700",Rockhampton,4700,rockhampton,(07) 4927 2339,rockhampton@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,true,legal_services_expanded,active
bf9866ed-1740-4086-bdfe-dc6f9544342c,"Brisbane Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"1/43 Peel Street, South Brisbane QLD 4101",Brisbane,4101,brisbane,(07) 3356 1002,brisbane@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
4aad406b-93ca-4b0d-9198-0fe868e2c719,"Gold Coast Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"32 Beryl Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5591 3892,gold.coast@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
3832e02b-c76f-4a26-a161-31dfe0e4930b,"Caxton Legal Centre Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"1 Manning Street, South Brisbane QLD 4101",Brisbane,4101,brisbane,(07) 3214 6333,caxton.legal.centre@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
b3a8fbc2-7358-44d6-8569-6465ff30c81a,"Women's Legal Service Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"8 Ponsonby Street, Annerley QLD 4103",Queensland,4103,brisbane,(07) 3392 0644,women's.legal.service@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
82258de4-5d33-4f40-a2e2-8226c0ecda91,"Refugee and Immigration Legal Service Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"1st Floor, 43 Peel Street, South Brisbane QLD 4101",Brisbane,4101,brisbane,(07) 3846 9300,refugee.and.immigration.legal.service@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
8010c49c-658b-442a-9038-013be5eacd90,"Tenants Union of Queensland Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"2 Peel Street, South Brisbane QLD 4101",Brisbane,4101,brisbane,(07) 3832 1015,tenants.union.of.queensland@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
c9dbb811-46f9-45d7-bf37-0311f86d0884,"North Queensland Community Legal Service Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"2/14 Blackwood Street, Townsville QLD 4810",Townsville,4810,townsville,(07) 4721 5511,north.queensland.community.legal.service@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
a9857041-5376-4e1c-a343-bda59411482e,"Mackay Community Legal Service Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"35 Brisbane Street, Mackay QLD 4740",Brisbane,4740,mackay,(07) 4944 1214,mackay.community.legal.service@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
52196469-c432-4840-8e3d-bf52517e9730,"Wide Bay Community Legal Service Youth Legal Service","Free legal representation and advice for young people aged 10-25. Services include criminal law representation, police interviews, court representation, bail applications, and legal education.","",,"78 Woongarra Street, Bundaberg QLD 4670",Bundaberg,4670,bundaberg,(07) 4153 1411,wide.bay.community.legal.service@legalaid.qld.gov.au,"legal_aid, court_support, criminal_law","legal, court, lawyer, criminal, youth, bail, police",10,25,true,false,legal_services_expanded,active
a51d4c1c-1203-41fc-8bd1-46630ac1ef20,"Brisbane CBD","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"245 Albert Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3102 9262,info@brisbanecbd.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
2f3180fa-4684-4d1d-bb1b-bbcc0a8ac65e,"Inala","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"Inala Community Health Centre, 64 Wirraway Parade, Inala QLD 4077",Queensland,4077,brisbane,(07) 3372 2466,info@inala.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
930e6044-4677-447a-af93-2cdd6efc7712,"Logan","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"38 Wembley Road, Logan Central QLD 4114",Queensland,4114,logan,(07) 3299 5333,info@logan.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
c1185e3d-826f-4943-acfb-fbdbfe278cad,"Redcliffe","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"112 Sutton Street, Redcliffe QLD 4020",Queensland,4020,moreton_bay,(07) 3897 3000,info@redcliffe.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
225e450e-5baf-482b-a8de-191ff65ce431,"Ipswich","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"117 Brisbane Street, Ipswich QLD 4305",Brisbane,4305,ipswich,(07) 3282 8333,info@ipswich.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
2a7deec5-d263-4f5d-bb16-10683f31e316,"Southport","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"2/46 Scarborough Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5561 8777,info@southport.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
1f6d187c-1707-4c2a-9767-8a7a0f306aad,"Robina","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"Shop 1085, Robina Town Centre, Robina QLD 4226",Queensland,4226,gold_coast,(07) 5593 5155,info@robina.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
88424272-bb5b-4bbe-9770-a680850d794a,"Burleigh Heads","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"1/1681 Gold Coast Highway, Burleigh Heads QLD 4220",Gold Coast,4220,gold_coast,(07) 5535 8588,info@burleighheads.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
662cee49-c384-4e88-ad89-450bf699881b,"Maroochydore","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"1/31 Aerodrome Road, Maroochydore QLD 4558",Queensland,4558,sunshine_coast,(07) 5479 6888,info@maroochydore.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
a3aeee3f-383b-47ab-b9c7-d70db0f01bde,"Nambour","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"6 Coronation Avenue, Nambour QLD 4560",Queensland,4560,sunshine_coast,(07) 5441 7233,info@nambour.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
0c55f63b-f812-4c8e-88fb-aec2afaa4dc9,"Caloundra","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"46 Bulcock Street, Caloundra QLD 4551",Queensland,4551,sunshine_coast,(07) 5491 8133,info@caloundra.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
1efe8304-9a9a-4f20-bb82-557799201986,"Toowoomba","Free mental health support for young people aged 12-25. Services include counseling, mental health assessment, group programs, family support, psychiatric services, and crisis intervention.","",,"216 Hume Street, Toowoomba QLD 4350",Toowoomba,4350,toowoomba,(07) 4634 0900,info@toowoomba.org.au,"mental_health, counseling, crisis_support","mental, health, counseling, depression, anxiety, therapy, youth",12,25,true,false,mental_health_expanded,active
