ID,Name,Description,Organization,Organization_Type,Address,Suburb,City,State,Postcode,Phone,Email,Website,Categories,Youth_Specific,Indigenous_Specific,Data_Source,Status,Latitude,Longitude
481ce068-dd86-4755-8a0d-47d2c235b415,"Adelaide Multicultural Youth Services","Professional criminal law assistance available to young people in the Adelaide and surrounding areas region.","Headspace Adelaide",indigenous,"377 Bourke St",Adelaide,Adelaide,SA,5000,(08) 4317 9534,support@headspaceadelaide.gov.au,https://www.headspaceadelaide.org.au,"criminal_law",true,false,Sydney Council,active,-34.93377782518155,138.5932983761669
1870a98e-5128-4f47-b934-1a9801428b4b,"Adelaide Youth Counselling Service","Providing emergency relief services to young people in Adelaide and surrounding areas.","Adelaide Family Services",school,"685 Main St",Adelaide,Adelaide,SA,5000,(08) 9839 0639,support@adelaidefamilyservic.com.au,https://www.adelaidefamilyservic.com.au,"emergency_relief",true,false,Adelaide Council,active,-34.927446363851686,138.5911394242927
953f202d-3f00-4555-882a-f1b8b6015ac3,"Adelaide Youth Counselling Service 62","Comprehensive emergency relief support for young people throughout Adelaide and surrounding areas.","Adelaide Health Service",school,"83 King St",Adelaide,Adelaide,SA,5000,(08) 9089 0029,services@adelaidehealthservic.org.au,https://www.adelaidehealthservic.org.au,"emergency_relief, mentoring, cultural_support",true,false,Australian Charities Register,active,-34.93154455310326,138.6072508922659
5cbfa883-f433-4a5e-9490-ec92c2f790e4,"Adelaide Drug & Alcohol Support","Community-based legal aid program serving young people across Adelaide and surrounding areas.","Adelaide Health Service",charity,"326 Collins St",Adelaide,Adelaide,SA,5000,(08) 8772 0554,help@adelaidehealthservic.gov.au,https://www.adelaidehealthservic.com.au,"legal_aid, emergency_relief, training",true,false,Data.QLD,active,-34.93129152549371,138.59844581605614
b8a02ff6-90ac-42cf-a12a-542481fa98d6,"Adelaide Emergency Relief Centre","Community-based work experience program serving young people across Adelaide and surrounding areas.","Lifeline Adelaide",university,"11 Bourke St",Adelaide,Adelaide,SA,5000,(08) 3034 8715,contact@lifelineadelaide.org.au,https://www.lifelineadelaide.com.au,"work_experience",true,false,Brisbane Council,active,-34.92708117713337,138.60566094453443
e9a233c1-f38a-4f6a-a1d5-664cad7726a1,"Canberra Youth Arts Program","Comprehensive employment support for young people throughout Canberra and surrounding areas.","Canberra Salvation Army",faith_based,"613 Queen St",Canberra City,Canberra,ACT,2600,(02) 7161 1468,help@canberrasalvationarm.com.au,https://www.canberrasalvationarm.org.au,"employment, homelessness, work_experience",true,false,Adelaide Council,active,-35.28889743583614,149.12507868425578
2e5a084f-3cef-4962-a20e-80e91d9f7b1f,"Canberra Drug & Alcohol Support","Comprehensive employment support for community members throughout Canberra and surrounding areas.","Beyond Blue Canberra",charity,"567 George St",Canberra City,Canberra,ACT,2600,(02) 3606 7480,help@beyondbluecanberra.org.au,https://www.beyondbluecanberra.gov.au,"employment, mental_health",false,false,Ask Izzy,active,-35.278719549846016,149.13521289585785
b2d2ea5c-5e59-4bd0-900d-28e115cbd825,"Canberra Family Violence Service","Providing crisis support services to young people in Canberra and surrounding areas.","Canberra Community Centre",indigenous,"877 Collins St",Canberra City,Canberra,ACT,2600,(02) 9263 0560,contact@canberracommunitycen.gov.au,https://www.canberracommunitycen.gov.au,"crisis_support",true,true,Service Seeker,active,-35.28208380703054,149.1315424555779
a3fefc2f-6bbb-4569-9eb9-e8417b1afa9f,"Canberra Aboriginal Health Service","Providing sexual health services to community members in Canberra and surrounding areas.","Beyond Blue Canberra",community,"974 George St",Canberra City,Canberra,ACT,2600,(02) 9603 5281,services@beyondbluecanberra.com.au,https://www.beyondbluecanberra.com.au,"sexual_health, parenting",false,true,Data.SA,active,-35.28618635304466,149.1369690256596
9c34a96d-ad44-4e0f-b9b5-94f624ce96e6,"Canberra Educational Support Centre","Comprehensive housing support for young people throughout Canberra and surrounding areas.","Lifeline Canberra",school,"502 Bourke St",Canberra City,Canberra,ACT,2600,(02) 4212 4689,support@lifelinecanberra.org.au,https://www.lifelinecanberra.gov.au,"housing, leadership, career_guidance",true,false,Data.VIC,active,-35.27847815411046,149.13891726402107
71b1a989-6c04-4d77-9d44-7432866a18f5,"Canberra Employment Training Hub","Dedicated training services designed for community members living in Canberra and surrounding areas.","Canberra Aboriginal Corporation",university,"594 Main St",Canberra City,Canberra,ACT,2600,(02) 4410 7615,contact@canberraaboriginalco.org.au,https://www.canberraaboriginalco.com.au,"training",false,false,Perth Council,active,-35.28928857737999,149.13472377355015
c59ef064-c6f7-4c52-ac36-8afe69078bcd,"Canberra Multicultural Youth Services","Dedicated arts culture services designed for young people living in Canberra and surrounding areas.","Canberra Youth Services",school,"962 George St",Canberra City,Canberra,ACT,2600,(02) 8822 7030,services@canberrayouthservice.com.au,https://www.canberrayouthservice.gov.au,"arts_culture, education_support, transitional_housing",true,false,Find & Connect,active,-35.285435580831965,149.12125423361258
4a0791a3-f55c-454c-ad73-649e97bcb8ad,"Canberra Community Mental Health","Comprehensive court support support for community members throughout Canberra and surrounding areas.","Canberra Aboriginal Corporation",non_profit,"293 Collins St",Canberra City,Canberra,ACT,2600,(02) 1576 6435,support@canberraaboriginalco.org.au,https://www.canberraaboriginalco.org.au,"court_support",false,false,Data.SA,active,-35.28984493703704,149.12686091111792
eee51169-a8a8-4441-ad56-3030d1772a5b,"Canberra Youth Mentoring Program","Providing arts culture services to young people in Canberra and surrounding areas.","Canberra Aboriginal Corporation",government,"719 Queen St",Canberra City,Canberra,ACT,2600,(02) 1928 7059,contact@canberraaboriginalco.com.au,https://www.canberraaboriginalco.org.au,"arts_culture",true,false,Data.VIC,active,-35.28467052992138,149.1217971468304
bcfabf6b-7137-49b3-bfdd-3ad55d9c3de4,"Canberra Educational Support Centre 6","Community-based psychology program serving community members across Canberra and surrounding areas.","Canberra Council",school,"842 George St",Canberra City,Canberra,ACT,2600,(02) 8220 7451,help@canberracouncil.gov.au,https://www.canberracouncil.org.au,"psychology, medical",false,true,Data.ACT,active,-35.287688300154294,149.13915500222464
32de413a-a955-490e-b4c1-107acf8f71cc,"Canberra Multicultural Youth Services 78","Professional housing assistance available to young people in the Canberra and surrounding areas region.","Headspace Canberra",non_profit,"125 Church St",Canberra City,Canberra,ACT,2600,(02) 7479 5138,contact@headspacecanberra.org.au,https://www.headspacecanberra.gov.au,"housing",true,false,Data.VIC,active,-35.27670843080756,149.13228281141676
ad4a5f15-0b42-4378-bd64-69d73c13c841,"Canberra Youth Health Clinic","Dedicated vocational education services designed for young people living in Canberra and surrounding areas.","Canberra Family Services",non_profit,"849 Queen St",Canberra City,Canberra,ACT,2600,(02) 5061 2646,support@canberrafamilyservic.org.au,https://www.canberrafamilyservic.com.au,"vocational_education, indigenous_services",true,true,Data.ACT,active,-35.28258512213266,149.13890171367592
6587edc2-d85e-4fd5-95bd-dc2a5e4417c2,"Canberra Emergency Relief Centre","Community-based health services program serving community members across Canberra and surrounding areas.","Canberra Council",indigenous,"323 Bourke St",Canberra City,Canberra,ACT,2600,(02) 2972 2609,help@canberracouncil.gov.au,https://www.canberracouncil.org.au,"health_services",false,false,Service Seeker,active,-35.27599069943638,149.13601142842697
10ef051f-b5ff-4f5d-a98d-98d98b98c135,"Canberra Youth Health Clinic 12","Comprehensive health services support for young people throughout Canberra and surrounding areas.","Canberra Legal Aid",school,"842 Bourke St",Canberra City,Canberra,ACT,2600,(02) 8120 1266,contact@canberralegalaid.org.au,https://www.canberralegalaid.gov.au,"health_services",true,true,Melbourne Council,active,-35.28195540221074,149.13793964088592
78588bb8-78f1-49bc-9682-5b1eb38fc902,"Canberra Youth Arts Program 29","Community-based family support program serving young people across Canberra and surrounding areas.","Beyond Blue Canberra",commercial,"502 High St",Canberra City,Canberra,ACT,2600,(02) 8899 0955,support@beyondbluecanberra.gov.au,https://www.beyondbluecanberra.org.au,"family_support, court_support",true,false,Data.ACT,active,-35.28479121572481,149.13068540148606
2da1ecd0-b00e-47c7-a147-b7f7ac8c748d,"Darwin Youth Development Program","Dedicated drug alcohol services designed for young people living in Darwin and surrounding areas.","Darwin Council",hospital,"848 Church St",Darwin City,Darwin,NT,0800,(08) 8079 6140,contact@darwincouncil.com.au,https://www.darwincouncil.com.au,"drug_alcohol",true,false,Melbourne Council,active,-12.454368488017963,130.84607561635346
0654bf6d-b9f8-4769-8d1b-f67729e0509f,"Darwin Homeless Youth Outreach","Dedicated drug alcohol services designed for young people living in Darwin and surrounding areas.","Darwin Legal Aid",commercial,"835 Main St",Darwin City,Darwin,NT,0800,(08) 2546 0415,services@darwinlegalaid.com.au,https://www.darwinlegalaid.com.au,"drug_alcohol, sports_recreation, indigenous_services",true,true,Adelaide Council,active,-12.467032076089884,130.84683657263162
243a674d-9937-4243-818e-b821ca125790,"Darwin Youth Housing Support","Providing multicultural services to young people in Darwin and surrounding areas.","Darwin Family Services",school,"606 George St",Darwin City,Darwin,NT,0800,(08) 8229 9245,contact@darwinfamilyservices.com.au,https://www.darwinfamilyservices.org.au,"multicultural, parenting",true,false,Data.NSW,active,-12.459439418200672,130.84200902904703
bc1d0ec2-15c7-491f-a08f-0b84dddfcfe6,"Darwin Youth Arts Program","Dedicated cultural support services designed for young people living in Darwin and surrounding areas.","Darwin Council",hospital,"386 Collins St",Darwin City,Darwin,NT,0800,(08) 5846 8842,contact@darwincouncil.org.au,https://www.darwincouncil.org.au,"cultural_support, family_law, centrelink",true,false,NT Open Data,active,-12.4617551219565,130.84394669915162
d35eb27d-c986-475e-98a2-fb4b96f63278,"Darwin Youth Justice Support","Professional drug alcohol assistance available to young people in the Darwin and surrounding areas region.","Darwin Health Service",school,"761 High St",Darwin City,Darwin,NT,0800,(08) 4506 5072,info@darwinhealthservice.gov.au,https://www.darwinhealthservice.com.au,"drug_alcohol",true,false,Data.ACT,active,-12.461051603323387,130.8440403423645
1d415cf1-42f4-4433-bbb3-838dbe3d5db4,"Darwin Homeless Youth Outreach 85","Dedicated transitional housing services designed for young people living in Darwin and surrounding areas.","Darwin Salvation Army",school,"367 King St",Darwin City,Darwin,NT,0800,(08) 7196 5134,services@darwinsalvationarmy.com.au,https://www.darwinsalvationarmy.org.au,"transitional_housing, training, financial_counselling",true,false,Adelaide Council,active,-12.455003644637276,130.84177438552373
e5036893-969e-4d13-812d-264fb71bfadf,"Darwin Employment Training Hub","Professional indigenous services assistance available to community members in the Darwin and surrounding areas region.","Darwin Youth Services",school,"88 Church St",Darwin City,Darwin,NT,0800,(08) 6998 1813,help@darwinyouthservices.org.au,https://www.darwinyouthservices.com.au,"indigenous_services",false,true,Data.VIC,active,-12.455776580677854,130.83611887827436
add48105-19a7-4a18-a017-094eadfc2b8c,"Darwin Employment Training Hub 74","Community-based sports recreation program serving young people across Darwin and surrounding areas.","Headspace Darwin",indigenous,"41 Main St",Darwin City,Darwin,NT,0800,(08) 8639 4716,contact@headspacedarwin.gov.au,https://www.headspacedarwin.org.au,"sports_recreation, cultural_support",true,true,Australian Charities Register,active,-12.469840895555127,130.84539591129723
98db35ec-93fa-4ad6-980f-cd8b83288e22,"Darwin Aboriginal Health Service","Professional sports recreation assistance available to young people in the Darwin and surrounding areas region.","Darwin Community Centre",school,"381 Church St",Darwin City,Darwin,NT,0800,(08) 9338 3093,info@darwincommunitycentr.com.au,https://www.darwincommunitycentr.com.au,"sports_recreation, cultural_support",true,true,Adelaide Council,active,-12.464132483630706,130.85448594248322
e23c50b3-2469-492c-909e-75df4cc90133,"Darwin Educational Support Centre","Community-based youth development program serving young people across Darwin and surrounding areas.","Beyond Blue Darwin",non_profit,"683 Bourke St",Darwin City,Darwin,NT,0800,(08) 2737 8530,support@beyondbluedarwin.org.au,https://www.beyondbluedarwin.com.au,"youth_development, medical",true,false,Data.ACT,active,-12.46086970527805,130.84222672408217
db7fc551-b65b-4fcd-99c5-22cc9c1bf130,"Darwin Youth Health Clinic","Professional crisis accommodation assistance available to young people in the Darwin and surrounding areas region.","Beyond Blue Darwin",non_profit,"809 Queen St",Darwin City,Darwin,NT,0800,(08) 7571 9993,info@beyondbluedarwin.org.au,https://www.beyondbluedarwin.com.au,"crisis_accommodation, cultural_support",true,false,Australian Charities Register,active,-12.462537734825398,130.8526785668636
2c04e77b-3307-4598-97a4-09e12a26e2d5,"Darwin Youth Legal Service","Comprehensive community development support for young people throughout Darwin and surrounding areas.","Darwin Aboriginal Corporation",indigenous,"705 Queen St",Darwin City,Darwin,NT,0800,(08) 3689 1136,help@darwinaboriginalcorp.com.au,https://www.darwinaboriginalcorp.gov.au,"community_development, transitional_housing, sports_recreation",true,false,Sydney Council,active,-12.462994142194487,130.83603115955137
9c4bb8d8-a085-45d1-8169-222f74cab7ed,"Darwin Youth Justice Support 94","Professional education support assistance available to young people in the Darwin and surrounding areas region.","Darwin YMCA",government,"747 Collins St",Darwin City,Darwin,NT,0800,(08) 2972 6384,services@darwinymca.gov.au,https://www.darwinymca.com.au,"education_support, family_mediation",true,false,Data.QLD,active,-12.459250093643705,130.83883398408233
abf284e9-df38-4d91-9bba-63f756e78e45,"Darwin Youth Arts Program 23","Community-based literacy program serving young people across Darwin and surrounding areas.","Beyond Blue Darwin",commercial,"215 Main St",Darwin City,Darwin,NT,0800,(08) 5693 1304,contact@beyondbluedarwin.org.au,https://www.beyondbluedarwin.gov.au,"literacy",true,false,NT Open Data,active,-12.461760359051114,130.83614679653164
bcf4cd65-ce5f-4778-8d05-ebfe3bd55550,"Darwin Drug & Alcohol Support","Dedicated psychology services designed for young people living in Darwin and surrounding areas.","Lifeline Darwin",school,"337 Collins St",Darwin City,Darwin,NT,0800,(08) 5483 3110,help@lifelinedarwin.gov.au,https://www.lifelinedarwin.org.au,"psychology",true,false,Brisbane Council,active,-12.461749744285537,130.85531879191052
eb1203de-e865-4f1e-9a5b-ad8117550b2f,"Hobart Youth Legal Service","Providing psychology services to young people in Hobart and surrounding areas.","Hobart Family Services",community,"467 Collins St",Hobart,Hobart,TAS,7000,(03) 6560 6224,support@hobartfamilyservices.org.au,https://www.hobartfamilyservices.com.au,"psychology, vocational_education, youth_development",true,false,Perth Council,active,-42.8832784554436,147.32094492061796
95340100-02a8-4b2f-85a2-f8db6c78992b,"Hobart Youth Counselling Service","Providing criminal law services to young people in Hobart and surrounding areas.","Hobart Youth Services",hospital,"862 High St",Hobart,Hobart,TAS,7000,(03) 6643 6381,services@hobartyouthservices.gov.au,https://www.hobartyouthservices.gov.au,"criminal_law, counselling, mentoring",true,false,Brisbane Council,active,-42.88105975182747,147.32055713333176
99e2b7cd-c02f-4fc4-9df5-d06efc686603,"Hobart Youth Mentoring Program","Community-based career guidance program serving young people across Hobart and surrounding areas.","Hobart Salvation Army",indigenous,"865 Main St",Hobart,Hobart,TAS,7000,(03) 6570 6212,info@hobartsalvationarmy.gov.au,https://www.hobartsalvationarmy.gov.au,"career_guidance, community_development",true,false,Data.QLD,active,-42.879248694631656,147.31891651659475
623c33d4-ca6a-4735-a67d-67c5ffd9ff5d,"Hobart Indigenous Youth Centre","Dedicated health services services designed for young people living in Hobart and surrounding areas.","Hobart Salvation Army",non_profit,"463 George St",Hobart,Hobart,TAS,7000,(03) 1977 6969,contact@hobartsalvationarmy.org.au,https://www.hobartsalvationarmy.org.au,"health_services",true,true,Ask Izzy,active,-42.88703085984333,147.32085769807836
1301969e-ca08-4e71-bbec-588368335eb3,"Hobart Youth Mentoring Program 93","Comprehensive victim support support for young people throughout Hobart and surrounding areas.","Hobart Aboriginal Corporation",government,"160 Bourke St",Hobart,Hobart,TAS,7000,(03) 3444 2029,info@hobartaboriginalcorp.gov.au,https://www.hobartaboriginalcorp.com.au,"victim_support, community_development",true,false,Find & Connect,active,-42.88101098023574,147.31733907158142
5c75ce46-2843-4a34-82f4-0f20c0c83ec4,"Hobart Educational Support Centre","Professional legal aid assistance available to young people in the Hobart and surrounding areas region.","Hobart Family Services",faith_based,"854 Church St",Hobart,Hobart,TAS,7000,(03) 1614 2230,help@hobartfamilyservices.gov.au,https://www.hobartfamilyservices.org.au,"legal_aid, homelessness, counselling",true,false,Data.QLD,active,-42.88977789952222,147.3251496746293
e160cc0c-5bfe-4db6-979d-01b87c40f469,"Hobart Youth Housing Support","Comprehensive transport support for young people throughout Hobart and surrounding areas.","Hobart Neighbourhood Centre",school,"652 High St",Hobart,Hobart,TAS,7000,(03) 9365 9359,info@hobartneighbourhoodc.gov.au,https://www.hobartneighbourhoodc.gov.au,"transport, family_support",true,false,Data.QLD,active,-42.88510462415757,147.31898643527643
bd45b78b-1555-4beb-a2d1-dd9d9764ddb6,"Hobart Youth Counselling Service 86","Dedicated education support services designed for young people living in Hobart and surrounding areas.","Lifeline Hobart",commercial,"438 Bourke St",Hobart,Hobart,TAS,7000,(03) 1761 8207,info@lifelinehobart.gov.au,https://www.lifelinehobart.com.au,"education_support",true,true,Data.ACT,active,-42.879112351460016,147.3224312079921
16b6d5a1-51bc-40d6-90e5-e1394250cfbb,"Hobart Indigenous Youth Centre 27","Providing domestic violence services to young people in Hobart and surrounding areas.","Hobart Salvation Army",charity,"421 Bourke St",Hobart,Hobart,TAS,7000,(03) 4910 3646,contact@hobartsalvationarmy.org.au,https://www.hobartsalvationarmy.com.au,"domestic_violence",true,true,Data.VIC,active,-42.87577294840504,147.33079941455296
132706b0-5512-48c0-a997-cdbb49217a07,"Hobart Community Mental Health","Professional arts culture assistance available to community members in the Hobart and surrounding areas region.","Beyond Blue Hobart",non_profit,"897 George St",Hobart,Hobart,TAS,7000,(03) 6981 7576,support@beyondbluehobart.com.au,https://www.beyondbluehobart.com.au,"arts_culture, psychology",false,false,Service Seeker,active,-42.88241406605836,147.3303889433283
c350a0a8-0cc9-47cb-8357-86958d0c25f4,"Hobart Educational Support Centre 89","Providing work experience services to young people in Hobart and surrounding areas.","Headspace Hobart",government,"610 Bourke St",Hobart,Hobart,TAS,7000,(03) 5441 2127,help@headspacehobart.org.au,https://www.headspacehobart.org.au,"work_experience",true,false,Brisbane Council,active,-42.877826684325775,147.33290703524779
e960cc76-7d84-4427-891a-b0249a2aef94,"Hobart Youth Health Clinic","Providing leadership services to young people in Hobart and surrounding areas.","Hobart Legal Aid",school,"212 George St",Hobart,Hobart,TAS,7000,(03) 9509 4150,info@hobartlegalaid.org.au,https://www.hobartlegalaid.gov.au,"leadership, domestic_violence, work_experience",true,false,Data.gov.au,active,-42.87283501566722,147.33055143742845
2916de61-4945-4742-8cdf-562d5931f84f,"Hobart Drug & Alcohol Support","Community-based leadership program serving young people across Hobart and surrounding areas.","Hobart Community Centre",faith_based,"833 Queen St",Hobart,Hobart,TAS,7000,(03) 5974 0058,services@hobartcommunitycentr.org.au,https://www.hobartcommunitycentr.org.au,"leadership, domestic_violence, transport",true,false,Data.gov.au,active,-42.881897805341545,147.31833419885052
cad0332a-ad9c-41cc-8ad3-ab3544ba7c5c,"Hobart Youth Justice Support","Comprehensive psychology support for young people throughout Hobart and surrounding areas.","Hobart Family Services",community,"613 High St",Hobart,Hobart,TAS,7000,(03) 6742 6169,info@hobartfamilyservices.com.au,https://www.hobartfamilyservices.com.au,"psychology, leadership, literacy",true,false,Data.QLD,active,-42.890166809642764,147.32965072217618
450f3e39-d6c5-430a-9b3b-432a08ff6d3a,"Hobart Indigenous Youth Centre 66","Dedicated legal aid services designed for young people living in Hobart and surrounding areas.","Lifeline Hobart",commercial,"198 High St",Hobart,Hobart,TAS,7000,(03) 9368 3540,help@lifelinehobart.org.au,https://www.lifelinehobart.org.au,"legal_aid, refugee_services, arts_culture",true,true,Data.SA,active,-42.88222949357942,147.33703818945853
0da0a7d1-54c5-4679-b6f1-5d8ef291c223,"Newcastle Youth Legal Service","Comprehensive work experience support for young people throughout Newcastle and surrounding areas.","Newcastle Legal Aid",indigenous,"414 High St",Newcastle,Newcastle,NSW,2300,(02) 1442 6957,contact@newcastlelegalaid.gov.au,https://www.newcastlelegalaid.org.au,"work_experience",true,false,Service Seeker,active,-32.92715355574035,151.79128101971284
13c17cfb-b25a-4c54-90f7-cf2e37ecbee6,"Newcastle Emergency Relief Centre","Comprehensive dental support for community members throughout Newcastle and surrounding areas.","Newcastle Community Centre",commercial,"82 Bourke St",Newcastle,Newcastle,NSW,2300,(02) 7287 0622,info@newcastlecommunityce.org.au,https://www.newcastlecommunityce.com.au,"dental, legal_aid, career_guidance",false,false,Australian Charities Register,active,-32.92248949601966,151.77205285957615
54960207-5447-4697-ad9d-9296d717f460,"Newcastle Crisis Support Service","Community-based family law program serving young people across Newcastle and surrounding areas.","Newcastle Health Service",hospital,"689 Collins St",Newcastle,Newcastle,NSW,2300,(02) 9138 2859,support@newcastlehealthservi.com.au,https://www.newcastlehealthservi.org.au,"family_law",true,false,Sydney Council,active,-32.92354750632067,151.78119328259345
3ea2d8fe-9420-42e3-bca8-786db7dae44a,"Newcastle Youth Legal Service 51","Dedicated parenting services designed for young people living in Newcastle and surrounding areas.","Newcastle Aboriginal Corporation",commercial,"837 Bourke St",Newcastle,Newcastle,NSW,2300,(02) 1611 6060,services@newcastleaboriginalc.com.au,https://www.newcastleaboriginalc.org.au,"parenting, sexual_health, transport",true,false,Data.NSW,active,-32.933078401781515,151.78165179527272
560efb8e-4e8d-43f3-a373-4965193cab8d,"Newcastle Homeless Youth Outreach","Professional sexual health assistance available to young people in the Newcastle and surrounding areas region.","Beyond Blue Newcastle",faith_based,"262 Bourke St",Newcastle,Newcastle,NSW,2300,(02) 4145 8332,help@beyondbluenewcastle.gov.au,https://www.beyondbluenewcastle.com.au,"sexual_health",true,false,Find & Connect,active,-32.92918073306394,151.77539595813218
4f75e49e-41e5-4ca0-92af-748fe3cf3cdb,"Newcastle Emergency Relief Centre 56","Dedicated transitional housing services designed for young people living in Newcastle and surrounding areas.","Headspace Newcastle",non_profit,"765 High St",Newcastle,Newcastle,NSW,2300,(02) 2098 4127,info@headspacenewcastle.org.au,https://www.headspacenewcastle.com.au,"transitional_housing, health_services",true,false,Data.SA,active,-32.92101761937628,151.7805924855168
3982bb3e-ea88-4cd4-afc6-be273093cae1,"Newcastle Employment Training Hub","Dedicated crisis support services designed for young people living in Newcastle and surrounding areas.","Newcastle Family Services",university,"913 High St",Newcastle,Newcastle,NSW,2300,(02) 2926 3146,support@newcastlefamilyservi.org.au,https://www.newcastlefamilyservi.gov.au,"crisis_support, career_guidance, apprenticeships",true,false,List Tasmania,active,-32.92656679038382,151.77236878436614
2bac36f7-9980-4102-a109-658279af062d,"Newcastle Aboriginal Health Service","Comprehensive education support support for young people throughout Newcastle and surrounding areas.","Newcastle Aboriginal Corporation",school,"157 King St",Newcastle,Newcastle,NSW,2300,(02) 1517 0986,services@newcastleaboriginalc.com.au,https://www.newcastleaboriginalc.com.au,"education_support, job_placement",true,true,Data.QLD,active,-32.92681187212452,151.77803019459907
1df049c8-ab1f-461c-9604-b1768fdd2761,"Wollongong Employment Training Hub","Community-based vocational education program serving young people across Wollongong and surrounding areas.","Wollongong Health Service",school,"724 Bourke St",Wollongong,Wollongong,NSW,2500,(02) 8129 4386,help@wollongonghealthserv.org.au,https://www.wollongonghealthserv.org.au,"vocational_education, medical",true,true,Data.NSW,active,-34.41645680668149,150.8963188694225
5ace7512-7221-41b1-a5b0-7e50e1b44071,"Wollongong Educational Support Centre","Community-based domestic violence program serving community members across Wollongong and surrounding areas.","Wollongong Neighbourhood Centre",community,"830 Church St",Wollongong,Wollongong,NSW,2500,(02) 5390 0519,services@wollongongneighbourh.org.au,https://www.wollongongneighbourh.gov.au,"domestic_violence, education_support",false,false,Find & Connect,active,-34.42359506580493,150.8879033700205
f4062fa9-5858-44c7-9130-ab7704eee13a,"Wollongong Youth Housing Support","Dedicated health services services designed for young people living in Wollongong and surrounding areas.","Wollongong Legal Aid",commercial,"672 Main St",Wollongong,Wollongong,NSW,2500,(02) 8682 7921,support@wollongonglegalaid.gov.au,https://www.wollongonglegalaid.gov.au,"health_services",true,false,List Tasmania,active,-34.4320516481336,150.89134403533313
1cfb17d0-4b15-4e90-bd04-9713940bba82,"Wollongong Youth Arts Program","Dedicated victim support services designed for young people living in Wollongong and surrounding areas.","Beyond Blue Wollongong",community,"975 Collins St",Wollongong,Wollongong,NSW,2500,(02) 2305 3613,info@beyondbluewollongong.com.au,https://www.beyondbluewollongong.org.au,"victim_support",true,false,Service Seeker,active,-34.42861927980557,150.89610887877092
6aa46ad8-a35b-40db-addf-fff541c64207,"Wollongong Family Violence Service","Community-based community service program serving young people across Wollongong and surrounding areas.","Wollongong Health Service",non_profit,"562 George St",Wollongong,Wollongong,NSW,2500,(02) 5458 7875,services@wollongonghealthserv.org.au,https://www.wollongonghealthserv.gov.au,"community_service",true,false,Ask Izzy,active,-34.43001285440886,150.88432799126002
12fdf9ff-7f60-439c-88d9-e226d3e89847,"Wollongong Crisis Support Service","Community-based health services program serving community members across Wollongong and surrounding areas.","Headspace Wollongong",non_profit,"171 Queen St",Wollongong,Wollongong,NSW,2500,(02) 3305 7914,info@headspacewollongong.org.au,https://www.headspacewollongong.gov.au,"health_services, education_support",false,false,List Tasmania,active,-34.430840665872026,150.89136760941662
e3112595-352f-410b-ac4d-ec8c35d74caa,"Wollongong Indigenous Youth Centre","Providing youth development services to young people in Wollongong and surrounding areas.","Beyond Blue Wollongong",government,"450 Queen St",Wollongong,Wollongong,NSW,2500,(02) 9099 4549,services@beyondbluewollongong.com.au,https://www.beyondbluewollongong.com.au,"youth_development, indigenous_services, career_guidance",true,true,Melbourne Council,active,-34.426880946941196,150.88774455373132
01568668-0d77-4c86-aece-0e84f7e43b98,"Wollongong Employment Training Hub 10","Community-based career guidance program serving community members across Wollongong and surrounding areas.","Wollongong Youth Services",commercial,"823 Bourke St",Wollongong,Wollongong,NSW,2500,(02) 4580 0332,help@wollongongyouthservi.org.au,https://www.wollongongyouthservi.org.au,"career_guidance, volunteer_programs",false,false,Data.QLD,active,-34.431596290747486,150.88367566158473
ac6a9b6e-ffa0-4433-9c47-0105e104a14d,"Parramatta Emergency Relief Centre","Professional transport assistance available to young people in the Parramatta and surrounding areas region.","Parramatta Salvation Army",faith_based,"235 Main St",Parramatta,Parramatta,NSW,2150,(02) 9510 8760,services@parramattasalvationa.org.au,https://www.parramattasalvationa.com.au,"transport, medical",true,true,Service Seeker,active,-33.81876246105808,151.00421362691247
9346feab-87ad-47d8-84ca-eb56a9eedbcc,"Parramatta Youth Justice Support","Professional psychology assistance available to young people in the Parramatta and surrounding areas region.","Parramatta Community Centre",university,"625 High St",Parramatta,Parramatta,NSW,2150,(02) 8001 5053,help@parramattacommunityc.com.au,https://www.parramattacommunityc.com.au,"psychology",true,true,Data.QLD,active,-33.808900215900785,151.00296951654897
8c36f6df-7171-4951-a193-5a2da38e5a15,"Parramatta Community Mental Health","Comprehensive leadership support for young people throughout Parramatta and surrounding areas.","Headspace Parramatta",charity,"100 King St",Parramatta,Parramatta,NSW,2150,(02) 8434 1581,contact@headspaceparramatta.org.au,https://www.headspaceparramatta.gov.au,"leadership",true,true,Sydney Council,active,-33.81351394763403,150.99245977934973
0c122a7a-eff5-48f8-b22b-713b2a6cfac3,"Parramatta Youth Counselling Service","Comprehensive suicide prevention support for young people throughout Parramatta and surrounding areas.","Parramatta Neighbourhood Centre",non_profit,"327 High St",Parramatta,Parramatta,NSW,2150,(02) 6541 0917,contact@parramattaneighbourh.gov.au,https://www.parramattaneighbourh.com.au,"suicide_prevention",true,false,Find & Connect,active,-33.82242563698286,151.00089147039364
