ID,Name,Description,Organization,Organization_Type,Address,Suburb,City,State,Postcode,Phone,Email,Website,Categories,Youth_Specific,Indigenous_Specific,Data_Source,Status
e960cc76-7d84-4427-891a-b0249a2aef94,"Hobart Youth Health Clinic","Providing leadership services to young people in Hobart and surrounding areas.","Hobart Legal Aid",school,"212 George St",Hobart,Hobart,TAS,7000,(03) 9509 4150,info@hobartlegalaid.org.au,https://www.hobartlegalaid.gov.au,"leadership, domestic_violence, work_experience",true,false,Data.gov.au,active
2916de61-4945-4742-8cdf-562d5931f84f,"Hobart Drug & Alcohol Support","Community-based leadership program serving young people across Hobart and surrounding areas.","Hobart Community Centre",faith_based,"833 Queen St",Hobart,Hobart,TAS,7000,(03) 5974 0058,services@hobartcommunitycentr.org.au,https://www.hobartcommunitycentr.org.au,"leadership, domestic_violence, transport",true,false,Data.gov.au,active
cad0332a-ad9c-41cc-8ad3-ab3544ba7c5c,"Hobart Youth Justice Support","Comprehensive psychology support for young people throughout Hobart and surrounding areas.","Hobart Family Services",community,"613 High St",Hobart,Hobart,TAS,7000,(03) 6742 6169,info@hobartfamilyservices.com.au,https://www.hobartfamilyservices.com.au,"psychology, leadership, literacy",true,false,Data.QLD,active
450f3e39-d6c5-430a-9b3b-432a08ff6d3a,"Hobart Indigenous Youth Centre 66","Dedicated legal aid services designed for young people living in Hobart and surrounding areas.","Lifeline Hobart",commercial,"198 High St",Hobart,Hobart,TAS,7000,(03) 9368 3540,help@lifelinehobart.org.au,https://www.lifelinehobart.org.au,"legal_aid, refugee_services, arts_culture",true,true,Data.SA,active
0da0a7d1-54c5-4679-b6f1-5d8ef291c223,"Newcastle Youth Legal Service","Comprehensive work experience support for young people throughout Newcastle and surrounding areas.","Newcastle Legal Aid",indigenous,"414 High St",Newcastle,Newcastle,NSW,2300,(02) 1442 6957,contact@newcastlelegalaid.gov.au,https://www.newcastlelegalaid.org.au,"work_experience",true,false,Service Seeker,active
13c17cfb-b25a-4c54-90f7-cf2e37ecbee6,"Newcastle Emergency Relief Centre","Comprehensive dental support for community members throughout Newcastle and surrounding areas.","Newcastle Community Centre",commercial,"82 Bourke St",Newcastle,Newcastle,NSW,2300,(02) 7287 0622,info@newcastlecommunityce.org.au,https://www.newcastlecommunityce.com.au,"dental, legal_aid, career_guidance",false,false,Australian Charities Register,active
54960207-5447-4697-ad9d-9296d717f460,"Newcastle Crisis Support Service","Community-based family law program serving young people across Newcastle and surrounding areas.","Newcastle Health Service",hospital,"689 Collins St",Newcastle,Newcastle,NSW,2300,(02) 9138 2859,support@newcastlehealthservi.com.au,https://www.newcastlehealthservi.org.au,"family_law",true,false,Sydney Council,active
3ea2d8fe-9420-42e3-bca8-786db7dae44a,"Newcastle Youth Legal Service 51","Dedicated parenting services designed for young people living in Newcastle and surrounding areas.","Newcastle Aboriginal Corporation",commercial,"837 Bourke St",Newcastle,Newcastle,NSW,2300,(02) 1611 6060,services@newcastleaboriginalc.com.au,https://www.newcastleaboriginalc.org.au,"parenting, sexual_health, transport",true,false,Data.NSW,active
560efb8e-4e8d-43f3-a373-4965193cab8d,"Newcastle Homeless Youth Outreach","Professional sexual health assistance available to young people in the Newcastle and surrounding areas region.","Beyond Blue Newcastle",faith_based,"262 Bourke St",Newcastle,Newcastle,NSW,2300,(02) 4145 8332,help@beyondbluenewcastle.gov.au,https://www.beyondbluenewcastle.com.au,"sexual_health",true,false,Find & Connect,active
4f75e49e-41e5-4ca0-92af-748fe3cf3cdb,"Newcastle Emergency Relief Centre 56","Dedicated transitional housing services designed for young people living in Newcastle and surrounding areas.","Headspace Newcastle",non_profit,"765 High St",Newcastle,Newcastle,NSW,2300,(02) 2098 4127,info@headspacenewcastle.org.au,https://www.headspacenewcastle.com.au,"transitional_housing, health_services",true,false,Data.SA,active
3982bb3e-ea88-4cd4-afc6-be273093cae1,"Newcastle Employment Training Hub","Dedicated crisis support services designed for young people living in Newcastle and surrounding areas.","Newcastle Family Services",university,"913 High St",Newcastle,Newcastle,NSW,2300,(02) 2926 3146,support@newcastlefamilyservi.org.au,https://www.newcastlefamilyservi.gov.au,"crisis_support, career_guidance, apprenticeships",true,false,List Tasmania,active
2bac36f7-9980-4102-a109-658279af062d,"Newcastle Aboriginal Health Service","Comprehensive education support support for young people throughout Newcastle and surrounding areas.","Newcastle Aboriginal Corporation",school,"157 King St",Newcastle,Newcastle,NSW,2300,(02) 1517 0986,services@newcastleaboriginalc.com.au,https://www.newcastleaboriginalc.com.au,"education_support, job_placement",true,true,Data.QLD,active
1df049c8-ab1f-461c-9604-b1768fdd2761,"Wollongong Employment Training Hub","Community-based vocational education program serving young people across Wollongong and surrounding areas.","Wollongong Health Service",school,"724 Bourke St",Wollongong,Wollongong,NSW,2500,(02) 8129 4386,help@wollongonghealthserv.org.au,https://www.wollongonghealthserv.org.au,"vocational_education, medical",true,true,Data.NSW,active
5ace7512-7221-41b1-a5b0-7e50e1b44071,"Wollongong Educational Support Centre","Community-based domestic violence program serving community members across Wollongong and surrounding areas.","Wollongong Neighbourhood Centre",community,"830 Church St",Wollongong,Wollongong,NSW,2500,(02) 5390 0519,services@wollongongneighbourh.org.au,https://www.wollongongneighbourh.gov.au,"domestic_violence, education_support",false,false,Find & Connect,active
f4062fa9-5858-44c7-9130-ab7704eee13a,"Wollongong Youth Housing Support","Dedicated health services services designed for young people living in Wollongong and surrounding areas.","Wollongong Legal Aid",commercial,"672 Main St",Wollongong,Wollongong,NSW,2500,(02) 8682 7921,support@wollongonglegalaid.gov.au,https://www.wollongonglegalaid.gov.au,"health_services",true,false,List Tasmania,active
1cfb17d0-4b15-4e90-bd04-9713940bba82,"Wollongong Youth Arts Program","Dedicated victim support services designed for young people living in Wollongong and surrounding areas.","Beyond Blue Wollongong",community,"975 Collins St",Wollongong,Wollongong,NSW,2500,(02) 2305 3613,info@beyondbluewollongong.com.au,https://www.beyondbluewollongong.org.au,"victim_support",true,false,Service Seeker,active
6aa46ad8-a35b-40db-addf-fff541c64207,"Wollongong Family Violence Service","Community-based community service program serving young people across Wollongong and surrounding areas.","Wollongong Health Service",non_profit,"562 George St",Wollongong,Wollongong,NSW,2500,(02) 5458 7875,services@wollongonghealthserv.org.au,https://www.wollongonghealthserv.gov.au,"community_service",true,false,Ask Izzy,active
12fdf9ff-7f60-439c-88d9-e226d3e89847,"Wollongong Crisis Support Service","Community-based health services program serving community members across Wollongong and surrounding areas.","Headspace Wollongong",non_profit,"171 Queen St",Wollongong,Wollongong,NSW,2500,(02) 3305 7914,info@headspacewollongong.org.au,https://www.headspacewollongong.gov.au,"health_services, education_support",false,false,List Tasmania,active
e3112595-352f-410b-ac4d-ec8c35d74caa,"Wollongong Indigenous Youth Centre","Providing youth development services to young people in Wollongong and surrounding areas.","Beyond Blue Wollongong",government,"450 Queen St",Wollongong,Wollongong,NSW,2500,(02) 9099 4549,services@beyondbluewollongong.com.au,https://www.beyondbluewollongong.com.au,"youth_development, indigenous_services, career_guidance",true,true,Melbourne Council,active
01568668-0d77-4c86-aece-0e84f7e43b98,"Wollongong Employment Training Hub 10","Community-based career guidance program serving community members across Wollongong and surrounding areas.","Wollongong Youth Services",commercial,"823 Bourke St",Wollongong,Wollongong,NSW,2500,(02) 4580 0332,help@wollongongyouthservi.org.au,https://www.wollongongyouthservi.org.au,"career_guidance, volunteer_programs",false,false,Data.QLD,active
ac6a9b6e-ffa0-4433-9c47-0105e104a14d,"Parramatta Emergency Relief Centre","Professional transport assistance available to young people in the Parramatta and surrounding areas region.","Parramatta Salvation Army",faith_based,"235 Main St",Parramatta,Parramatta,NSW,2150,(02) 9510 8760,services@parramattasalvationa.org.au,https://www.parramattasalvationa.com.au,"transport, medical",true,true,Service Seeker,active
9346feab-87ad-47d8-84ca-eb56a9eedbcc,"Parramatta Youth Justice Support","Professional psychology assistance available to young people in the Parramatta and surrounding areas region.","Parramatta Community Centre",university,"625 High St",Parramatta,Parramatta,NSW,2150,(02) 8001 5053,help@parramattacommunityc.com.au,https://www.parramattacommunityc.com.au,"psychology",true,true,Data.QLD,active
8c36f6df-7171-4951-a193-5a2da38e5a15,"Parramatta Community Mental Health","Comprehensive leadership support for young people throughout Parramatta and surrounding areas.","Headspace Parramatta",charity,"100 King St",Parramatta,Parramatta,NSW,2150,(02) 8434 1581,contact@headspaceparramatta.org.au,https://www.headspaceparramatta.gov.au,"leadership",true,true,Sydney Council,active
0c122a7a-eff5-48f8-b22b-713b2a6cfac3,"Parramatta Youth Counselling Service","Comprehensive suicide prevention support for young people throughout Parramatta and surrounding areas.","Parramatta Neighbourhood Centre",non_profit,"327 High St",Parramatta,Parramatta,NSW,2150,(02) 6541 0917,contact@parramattaneighbourh.gov.au,https://www.parramattaneighbourh.com.au,"suicide_prevention",true,false,Find & Connect,active
8720f3da-88e8-4e71-b9f3-9564e91767c8,"Parramatta Employment Training Hub","Comprehensive dental support for young people throughout Parramatta and surrounding areas.","Parramatta Family Services",non_profit,"835 Collins St",Parramatta,Parramatta,NSW,2150,(02) 9995 3615,info@parramattafamilyserv.org.au,https://www.parramattafamilyserv.org.au,"dental, crisis_accommodation, emergency_relief",true,false,Melbourne Council,active
f03a3f57-7620-4561-99c3-4036fb571735,"Parramatta Homeless Youth Outreach","Providing counselling services to young people in Parramatta and surrounding areas.","Parramatta Mission Australia",non_profit,"227 King St",Parramatta,Parramatta,NSW,2150,(02) 1348 4460,info@parramattamissionaus.gov.au,https://www.parramattamissionaus.gov.au,"counselling",true,false,Data.gov.au,active
e1dc9d83-71e1-4d81-a86c-1f69b8ae0252,"Parramatta Community Legal Centre","Professional training assistance available to young people in the Parramatta and surrounding areas region.","Parramatta Salvation Army",non_profit,"851 Main St",Parramatta,Parramatta,NSW,2150,(02) 9677 0720,contact@parramattasalvationa.org.au,https://www.parramattasalvationa.com.au,"training, sports_recreation, apprenticeships",true,false,Brisbane Council,active
d56e37ba-9a0c-475b-a372-97a56467c19f,"Parramatta Employment Training Hub 27","Providing work experience services to young people in Parramatta and surrounding areas.","Parramatta Council",community,"397 Queen St",Parramatta,Parramatta,NSW,2150,(02) 1171 9082,contact@parramattacouncil.org.au,https://www.parramattacouncil.org.au,"work_experience, family_law, mentoring",true,false,Data.ACT,active
e3a304a1-45d4-4778-b222-bf29d07f5072,"Orange Youth Health Clinic","Community-based cultural support program serving young people across Orange and surrounding areas.","Orange Mission Australia",faith_based,"614 George St",Orange,Orange,NSW,2800,(02) 3504 3742,services@orangemissionaustral.com.au,https://www.orangemissionaustral.org.au,"cultural_support",true,false,Ask Izzy,active
36d2139a-4911-47e0-982d-fdafb5fdb5e0,"Orange Youth Development Program","Dedicated youth development services designed for young people living in Orange and surrounding areas.","Orange Youth Services",commercial,"230 George St",Orange,Orange,NSW,2800,(02) 8397 9903,help@orangeyouthservices.org.au,https://www.orangeyouthservices.com.au,"youth_development, psychology, domestic_violence",true,false,Australian Charities Register,active
4f2003ad-e5dd-4388-90c0-a0537d03ac1e,"Orange Youth Mentoring Program","Professional sexual health assistance available to young people in the Orange and surrounding areas region.","Orange Community Centre",hospital,"598 Queen St",Orange,Orange,NSW,2800,(02) 3818 4618,contact@orangecommunitycentr.org.au,https://www.orangecommunitycentr.org.au,"sexual_health, indigenous_services, multicultural",true,true,Data.gov.au,active
4893859e-6efe-461b-a06c-1b973ff0e466,"Orange Aboriginal Health Service","Professional cultural support assistance available to community members in the Orange and surrounding areas region.","Beyond Blue Orange",non_profit,"505 Queen St",Orange,Orange,NSW,2800,(02) 5646 7390,contact@beyondblueorange.com.au,https://www.beyondblueorange.gov.au,"cultural_support",false,true,Brisbane Council,active
21f5ea3a-e1f2-44bc-aff0-aa9c2e8f5564,"Dubbo Youth Housing Support","Dedicated transitional housing services designed for young people living in Dubbo and surrounding areas.","Dubbo Youth Services",school,"205 Church St",Dubbo,Dubbo,NSW,2830,(02) 8898 1601,services@dubboyouthservices.com.au,https://www.dubboyouthservices.gov.au,"transitional_housing",true,false,Data.WA,active
2eacf7aa-95d4-4789-8f5b-189b4da9d001,"Dubbo Crisis Support Service","Comprehensive transport support for community members throughout Dubbo and surrounding areas.","Dubbo Health Service",commercial,"36 King St",Dubbo,Dubbo,NSW,2830,(02) 5850 5574,help@dubbohealthservice.org.au,https://www.dubbohealthservice.com.au,"transport, homelessness, parenting",false,false,Melbourne Council,active
8462cb66-752c-4b98-b94e-8ac96a9354d2,"Dubbo Youth Counselling Service","Providing housing services to young people in Dubbo and surrounding areas.","Dubbo YMCA",indigenous,"404 George St",Dubbo,Dubbo,NSW,2830,(02) 4911 4051,info@dubboymca.org.au,https://www.dubboymca.gov.au,"housing, family_law, crisis_accommodation",true,false,Data.SA,active
88ec714d-73b2-47d0-9028-df0a04908e73,"Dubbo Youth Mentoring Program","Comprehensive drug alcohol support for young people throughout Dubbo and surrounding areas.","Beyond Blue Dubbo",commercial,"191 Bourke St",Dubbo,Dubbo,NSW,2830,(02) 6847 2794,help@beyondbluedubbo.com.au,https://www.beyondbluedubbo.org.au,"drug_alcohol, literacy, homelessness",true,false,Perth Council,active
d50660bc-a578-4bf7-b63f-93de42cc6d99,"Geelong Aboriginal Health Service","Dedicated family mediation services designed for community members living in Geelong and surrounding areas.","Geelong Legal Aid",school,"24 Church St",Geelong,Geelong,VIC,3220,(03) 5850 5271,contact@geelonglegalaid.gov.au,https://www.geelonglegalaid.org.au,"family_mediation",false,true,Service Seeker,active
5498f544-b9c5-4163-af54-d18377b36c87,"Geelong Drug & Alcohol Support","Comprehensive work experience support for young people throughout Geelong and surrounding areas.","Geelong Youth Services",commercial,"245 High St",Geelong,Geelong,VIC,3220,(03) 7630 1619,info@geelongyouthservices.com.au,https://www.geelongyouthservices.com.au,"work_experience",true,false,Data.ACT,active
bca7d5e4-8dde-462d-bb5f-91a6888b18b6,"Geelong Emergency Relief Centre","Professional drug alcohol assistance available to young people in the Geelong and surrounding areas region.","Geelong Council",school,"496 George St",Geelong,Geelong,VIC,3220,(03) 9127 1080,contact@geelongcouncil.org.au,https://www.geelongcouncil.gov.au,"drug_alcohol, crisis_accommodation",true,false,Data.SA,active
27aa1a3f-a48e-4a8b-a84d-f94a20877155,"Geelong Youth Counselling Service","Comprehensive job placement support for young people throughout Geelong and surrounding areas.","Geelong Aboriginal Corporation",community,"193 George St",Geelong,Geelong,VIC,3220,(03) 1697 8780,help@geelongaboriginalcor.com.au,https://www.geelongaboriginalcor.org.au,"job_placement, crisis_accommodation",true,false,Ask Izzy,active
b517a8a6-6b47-4eae-8b2f-fa151c7c010a,"Geelong Youth Arts Program","Providing drug alcohol services to young people in Geelong and surrounding areas.","Geelong Family Services",community,"897 Queen St",Geelong,Geelong,VIC,3220,(03) 4819 8615,support@geelongfamilyservice.org.au,https://www.geelongfamilyservice.org.au,"drug_alcohol, apprenticeships",true,false,Adelaide Council,active
e5eebdf8-908b-43ef-9355-72a20205fb71,"Geelong Youth Mentoring Program","Professional leadership assistance available to young people in the Geelong and surrounding areas region.","Beyond Blue Geelong",school,"101 Collins St",Geelong,Geelong,VIC,3220,(03) 1664 4678,help@beyondbluegeelong.com.au,https://www.beyondbluegeelong.org.au,"leadership, cultural_support",true,false,Brisbane Council,active
fcfd20c2-4051-4743-9f4c-2dffb10f7a90,"Geelong Youth Justice Support","Comprehensive training support for young people throughout Geelong and surrounding areas.","Lifeline Geelong",hospital,"731 George St",Geelong,Geelong,VIC,3220,(03) 7808 9586,info@lifelinegeelong.com.au,https://www.lifelinegeelong.gov.au,"training",true,false,List Tasmania,active
d5c9e4df-6e25-4948-af59-2188392af7b9,"Geelong Youth Counselling Service 26","Community-based legal aid program serving young people across Geelong and surrounding areas.","Geelong YMCA",hospital,"795 High St",Geelong,Geelong,VIC,3220,(03) 7900 4424,contact@geelongymca.org.au,https://www.geelongymca.org.au,"legal_aid",true,false,Data.VIC,active
643e3c19-f8f4-43ff-bc20-24a14932f8df,"Ballarat Youth Counselling Service","Community-based counselling program serving young people across Ballarat and surrounding areas.","Lifeline Ballarat",indigenous,"525 Main St",Ballarat,Ballarat,VIC,3350,(03) 9444 0434,services@lifelineballarat.com.au,https://www.lifelineballarat.com.au,"counselling, emergency_relief, criminal_law",true,false,Ask Izzy,active
958f5e86-1a33-4360-acac-5862e40ca92a,"Ballarat Family Violence Service","Comprehensive counselling support for community members throughout Ballarat and surrounding areas.","Ballarat YMCA",non_profit,"645 Main St",Ballarat,Ballarat,VIC,3350,(03) 6166 7395,info@ballaratymca.gov.au,https://www.ballaratymca.gov.au,"counselling, community_development",false,true,Data.VIC,active
e5e8991f-8537-4b61-a0bd-8851687b06cd,"Ballarat Youth Health Clinic","Providing community development services to young people in Ballarat and surrounding areas.","Ballarat Community Centre",non_profit,"869 King St",Ballarat,Ballarat,VIC,3350,(03) 3643 8955,help@ballaratcommunitycen.com.au,https://www.ballaratcommunitycen.com.au,"community_development, mentoring, court_support",true,false,Adelaide Council,active
526e1380-1a20-45bc-b5d1-25604ebb54e9,"Ballarat Community Legal Centre","Professional job placement assistance available to young people in the Ballarat and surrounding areas region.","Ballarat Family Services",government,"102 Queen St",Ballarat,Ballarat,VIC,3350,(03) 5533 7997,info@ballaratfamilyservic.com.au,https://www.ballaratfamilyservic.org.au,"job_placement",true,false,Brisbane Council,active
a145b2a6-9515-425e-8f4f-9809b14ba85b,"Ballarat Crisis Support Service","Comprehensive job placement support for young people throughout Ballarat and surrounding areas.","Ballarat Salvation Army",non_profit,"205 High St",Ballarat,Ballarat,VIC,3350,(03) 2169 0188,support@ballaratsalvationarm.gov.au,https://www.ballaratsalvationarm.gov.au,"job_placement",true,false,NT Open Data,active
8f4c75cc-850e-45b5-8ac1-deca75abf4a8,"Ballarat Youth Mentoring Program","Community-based domestic violence program serving young people across Ballarat and surrounding areas.","Ballarat Salvation Army",hospital,"161 High St",Ballarat,Ballarat,VIC,3350,(03) 7571 5743,help@ballaratsalvationarm.org.au,https://www.ballaratsalvationarm.com.au,"domestic_violence",true,false,Data.ACT,active
05957564-a5eb-4b22-b606-3b59d71bab09,"Ballarat Family Violence Service 90","Providing work experience services to community members in Ballarat and surrounding areas.","Ballarat YMCA",university,"46 King St",Ballarat,Ballarat,VIC,3350,(03) 7246 1614,support@ballaratymca.com.au,https://www.ballaratymca.gov.au,"work_experience, training",false,true,NT Open Data,active
195602a3-d00a-4f1e-b6fc-82fa7ef2c35e,"Ballarat Employment Training Hub","Professional parenting assistance available to young people in the Ballarat and surrounding areas region.","Ballarat Salvation Army",school,"763 King St",Ballarat,Ballarat,VIC,3350,(03) 2836 9870,help@ballaratsalvationarm.gov.au,https://www.ballaratsalvationarm.gov.au,"parenting, career_guidance, psychology",true,false,Brisbane Council,active
639c72fb-0461-4bfd-b114-9134405c23ee,"Bendigo Employment Training Hub","Comprehensive parenting support for community members throughout Bendigo and surrounding areas.","Lifeline Bendigo",government,"73 Collins St",Bendigo,Bendigo,VIC,3550,(03) 1263 2255,contact@lifelinebendigo.com.au,https://www.lifelinebendigo.org.au,"parenting, suicide_prevention",false,false,Data.ACT,active
f88c9767-5d7c-4ad2-a327-1db670ae8f59,"Bendigo Employment Training Hub 28","Providing emergency relief services to young people in Bendigo and surrounding areas.","Lifeline Bendigo",charity,"862 Collins St",Bendigo,Bendigo,VIC,3550,(03) 7965 0476,info@lifelinebendigo.com.au,https://www.lifelinebendigo.org.au,"emergency_relief, youth_development, homelessness",true,true,Data.WA,active
434d3ff1-bcf5-4f00-9025-18825fb858f7,"Bendigo Youth Legal Service","Dedicated dental services designed for young people living in Bendigo and surrounding areas.","Bendigo Mission Australia",community,"129 Collins St",Bendigo,Bendigo,VIC,3550,(03) 5311 0924,help@bendigomissionaustra.com.au,https://www.bendigomissionaustra.com.au,"dental, transport",true,true,Data.WA,active
22ef8d67-a58d-44dd-8893-1edecb59e3a5,"Bendigo Youth Justice Support","Community-based work experience program serving young people across Bendigo and surrounding areas.","Bendigo Youth Services",government,"113 Main St",Bendigo,Bendigo,VIC,3550,(03) 8765 2686,services@bendigoyouthservices.com.au,https://www.bendigoyouthservices.org.au,"work_experience, psychology",true,false,Perth Council,active
394b5781-1fc6-4194-a9fb-76c8f61d8bb1,"Bendigo Aboriginal Health Service","Dedicated apprenticeships services designed for community members living in Bendigo and surrounding areas.","Bendigo Family Services",university,"542 Main St",Bendigo,Bendigo,VIC,3550,(03) 6314 3531,services@bendigofamilyservice.org.au,https://www.bendigofamilyservice.gov.au,"apprenticeships, suicide_prevention",false,true,Data.SA,active
7c65f02f-daf4-468b-a286-57aedd7a4d50,"Bendigo Youth Justice Support 26","Dedicated housing services designed for young people living in Bendigo and surrounding areas.","Headspace Bendigo",indigenous,"500 Collins St",Bendigo,Bendigo,VIC,3550,(03) 2431 4262,services@headspacebendigo.gov.au,https://www.headspacebendigo.com.au,"housing, sexual_health, education_support",true,false,Find & Connect,active
4c468711-aee4-43d7-9662-09657d5981b3,"Bendigo Indigenous Youth Centre","Comprehensive refugee services support for young people throughout Bendigo and surrounding areas.","Bendigo YMCA",university,"950 King St",Bendigo,Bendigo,VIC,3550,(03) 3780 1539,services@bendigoymca.org.au,https://www.bendigoymca.com.au,"refugee_services",true,true,Australian Charities Register,active
65b00f74-4e9c-43ec-a5a2-94d065b0538b,"Bendigo Youth Arts Program","Dedicated transitional housing services designed for young people living in Bendigo and surrounding areas.","Bendigo Youth Services",charity,"451 Queen St",Bendigo,Bendigo,VIC,3550,(03) 7449 1159,services@bendigoyouthservices.gov.au,https://www.bendigoyouthservices.org.au,"transitional_housing",true,false,Brisbane Council,active
4f361af1-0a3e-4f76-89ea-dd7aa73df4f7,"Shepparton Community Legal Centre","Professional indigenous services assistance available to young people in the Shepparton and surrounding areas region.","Shepparton Council",charity,"755 King St",Shepparton,Shepparton,VIC,3630,(03) 6419 7474,info@sheppartoncouncil.org.au,https://www.sheppartoncouncil.gov.au,"indigenous_services",true,true,Data.ACT,active
e023255f-afe6-4db1-bc1b-2cf5e7c1c974,"Shepparton Community Legal Centre 94","Professional sports recreation assistance available to young people in the Shepparton and surrounding areas region.","Shepparton Council",faith_based,"910 Bourke St",Shepparton,Shepparton,VIC,3630,(03) 4232 8913,contact@sheppartoncouncil.gov.au,https://www.sheppartoncouncil.gov.au,"sports_recreation, housing, suicide_prevention",true,false,NT Open Data,active
4a00a9b8-bec6-4bb8-900b-e6524112f0a9,"Shepparton Youth Development Program","Dedicated work experience services designed for young people living in Shepparton and surrounding areas.","Shepparton Family Services",government,"948 Collins St",Shepparton,Shepparton,VIC,3630,(03) 4951 2028,support@sheppartonfamilyserv.org.au,https://www.sheppartonfamilyserv.gov.au,"work_experience, sports_recreation",true,false,Data.WA,active
b59dec45-8986-4aa4-9561-3e0059a2c2c5,"Shepparton Youth Health Clinic","Providing vocational education services to young people in Shepparton and surrounding areas.","Shepparton Council",non_profit,"853 Bourke St",Shepparton,Shepparton,VIC,3630,(03) 2701 1289,help@sheppartoncouncil.gov.au,https://www.sheppartoncouncil.com.au,"vocational_education, transitional_housing",true,false,Sydney Council,active
cd500ba9-5175-416d-a042-676190020a11,"Gold Coast Emergency Relief Centre","Community-based homelessness program serving community members across Gold Coast and surrounding areas.","Gold Coast Neighbourhood Centre",hospital,"81 King St",Surfers Paradise,Gold Coast,QLD,4217,(07) 6132 4805,info@goldcoastneighbourho.org.au,https://www.goldcoastneighbourho.gov.au,"homelessness, parenting",false,false,Data.QLD,active
bd74c868-f52c-41b5-b4c7-76b8caf07e58,"Gold Coast Employment Training Hub","Professional victim support assistance available to young people in the Gold Coast and surrounding areas region.","Gold Coast Community Centre",community,"398 King St",Surfers Paradise,Gold Coast,QLD,4217,(07) 8070 7392,help@goldcoastcommunityce.com.au,https://www.goldcoastcommunityce.gov.au,"victim_support, emergency_relief",true,false,Data.SA,active
2a289cf9-9333-4a5b-b088-06c4aa2573ed,"Gold Coast Family Violence Service","Providing parenting services to young people in Gold Coast and surrounding areas.","Gold Coast Legal Aid",non_profit,"887 Church St",Surfers Paradise,Gold Coast,QLD,4217,(07) 2840 4084,contact@goldcoastlegalaid.gov.au,https://www.goldcoastlegalaid.gov.au,"parenting, sports_recreation, emergency_relief",true,false,Service Seeker,active
23201f63-fccd-453e-8204-11de57d3b675,"Gold Coast Community Legal Centre","Community-based literacy program serving young people across Gold Coast and surrounding areas.","Gold Coast Aboriginal Corporation",indigenous,"744 Collins St",Surfers Paradise,Gold Coast,QLD,4217,(07) 2899 9133,help@goldcoastaboriginalc.gov.au,https://www.goldcoastaboriginalc.org.au,"literacy, mentoring, parenting",true,false,NT Open Data,active
8cff6adb-decf-4fc7-9323-437865a02c12,"Gold Coast Youth Justice Support","Providing literacy services to young people in Gold Coast and surrounding areas.","Headspace Gold Coast",non_profit,"733 Main St",Surfers Paradise,Gold Coast,QLD,4217,(07) 6992 0810,help@headspacegoldcoast.com.au,https://www.headspacegoldcoast.gov.au,"literacy",true,false,Data.SA,active
fa5f1e37-706b-46a8-a28f-849c1abd7c9a,"Gold Coast Youth Counselling Service","Community-based refugee services program serving young people across Gold Coast and surrounding areas.","Beyond Blue Gold Coast",indigenous,"395 Church St",Surfers Paradise,Gold Coast,QLD,4217,(07) 5720 7270,info@beyondbluegoldcoast.org.au,https://www.beyondbluegoldcoast.gov.au,"refugee_services",true,false,Service Seeker,active
49856d95-b3a8-45e2-a790-a7f47f90cd0a,"Gold Coast Crisis Support Service","Providing family law services to community members in Gold Coast and surrounding areas.","Gold Coast Community Centre",charity,"31 Collins St",Surfers Paradise,Gold Coast,QLD,4217,(07) 3828 3144,contact@goldcoastcommunityce.org.au,https://www.goldcoastcommunityce.com.au,"family_law",false,false,Find & Connect,active
86178542-10d5-43e7-91b5-dcf51ca41c99,"Gold Coast Community Mental Health","Providing training services to young people in Gold Coast and surrounding areas.","Headspace Gold Coast",community,"123 George St",Surfers Paradise,Gold Coast,QLD,4217,(07) 5288 5622,services@headspacegoldcoast.org.au,https://www.headspacegoldcoast.org.au,"training, homelessness",true,false,List Tasmania,active
4c552f4c-17ce-43da-bae7-5b3072a38ff9,"Townsville Community Legal Centre","Community-based cultural support program serving young people across Townsville and surrounding areas.","Townsville Health Service",faith_based,"617 Collins St",Townsville City,Townsville,QLD,4810,(07) 1461 2739,info@townsvillehealthserv.com.au,https://www.townsvillehealthserv.gov.au,"cultural_support, court_support, psychology",true,false,Data.NSW,active
93f72e84-71d5-4cb7-aea6-d9da2f83c18c,"Townsville Community Legal Centre 58","Community-based community development program serving young people across Townsville and surrounding areas.","Townsville Legal Aid",charity,"596 George St",Townsville City,Townsville,QLD,4810,(07) 3995 6302,info@townsvillelegalaid.gov.au,https://www.townsvillelegalaid.org.au,"community_development",true,false,Data.ACT,active
80683240-4e7b-4fbe-8897-bb1dd21a5713,"Townsville Youth Justice Support","Community-based job placement program serving young people across Townsville and surrounding areas.","Townsville Aboriginal Corporation",university,"544 Church St",Townsville City,Townsville,QLD,4810,(07) 1261 1668,contact@townsvilleaboriginal.org.au,https://www.townsvilleaboriginal.gov.au,"job_placement",true,false,Australian Charities Register,active
6afab360-83e5-48f6-ba28-a211e69f68ee,"Townsville Drug & Alcohol Support","Providing financial assistance services to young people in Townsville and surrounding areas.","Townsville Salvation Army",school,"899 Bourke St",Townsville City,Townsville,QLD,4810,(07) 2962 2133,contact@townsvillesalvationa.com.au,https://www.townsvillesalvationa.org.au,"financial_assistance, financial_counselling",true,true,Data.NSW,active
d3638e97-aa03-443b-a588-cc669abde2c5,"Townsville Youth Housing Support","Dedicated arts culture services designed for young people living in Townsville and surrounding areas.","Townsville Aboriginal Corporation",non_profit,"241 Queen St",Townsville City,Townsville,QLD,4810,(07) 7947 0586,info@townsvilleaboriginal.gov.au,https://www.townsvilleaboriginal.org.au,"arts_culture, family_mediation, parenting",true,false,Brisbane Council,active
